year,region,crop_type,rainfall_mm,temperature_celsius,fertilizer_kg_per_ha,pesticide_kg_per_ha,farm_size_ha,soil_type,elevation_m,irrigation,yield_kg_per_ha
2014,Eastern,Coffee,618.9,20.7,58.8,1.49,1.21,sandy,884,0,374.6
2020,Eastern,Maize,529.7,26.4,63.5,1.71,5.32,clay,1015,0,938.4
2008,Western,Maize,1456.3,21.3,33.7,1.29,2.01,clay,1920,0,1513.8
2011,Western,Tea,1530.0,22.2,25.0,0.59,1.31,clay,1696,0,5337.6
2010,Eastern,Wheat,530.9,28.5,11.0,2.48,0.56,clay,666,0,544.1
2014,Nyanza,Coffee,1351.1,21.5,26.5,2.28,0.78,loam,1480,0,735.6
2015,North Eastern,Wheat,265.5,27.2,2.1,2.26,1.7,clay,225,0,349.8
2008,Western,Wheat,1433.0,20.9,39.7,2.09,0.48,loam,1329,0,1397.9
2016,Central,Coffee,1492.5,16.4,61.5,4.64,3.68,loam,2170,1,1300.5
2019,Eastern,Coffee,634.4,23.6,55.6,0.74,1.05,sandy,505,0,308.7
2016,Central,Beans,1192.7,18.3,61.8,1.38,0.34,volcanic,2935,1,1288.5
2019,North Eastern,Tea,254.8,27.2,44.9,1.3,3.81,clay,516,0,281.7
2002,Coast,Tea,871.0,31.4,14.7,1.02,0.83,loam,39,0,771.8
2019,Coast,Beans,941.5,30.3,51.9,0.0,2.14,loam,281,0,276.1
2019,Eastern,Coffee,486.4,22.5,29.2,3.2,1.43,sandy,1017,0,264.8
2015,North Eastern,Tea,121.7,32.2,18.5,2.86,5.77,clay,168,0,200.8
2020,North Eastern,Wheat,233.8,26.0,27.9,2.83,2.16,clay,477,0,398.8
2021,Western,Coffee,1591.0,25.1,0.0,3.73,1.43,loam,1823,0,504.9
2016,North Eastern,Coffee,207.3,35.1,56.8,2.53,3.48,clay,249,1,100.0
2000,Central,Maize,1207.6,17.2,52.3,0.97,1.13,volcanic,2953,1,1550.2
2013,Coast,Maize,993.6,26.5,0.0,3.83,2.26,sandy,470,0,477.1
2010,Nyanza,Coffee,1142.5,22.0,31.1,1.23,0.4,clay,1192,0,666.4
2007,Western,Coffee,1572.3,21.2,38.9,3.01,2.52,loam,1963,0,800.1
2023,Eastern,Maize,320.3,27.5,35.9,4.18,0.93,sandy,1441,1,652.3
2013,Central,Coffee,1353.2,19.5,38.0,2.19,0.73,volcanic,1764,1,1382.8
2007,Rift Valley,Beans,1048.7,18.6,40.6,4.91,1.33,volcanic,2393,1,1489.9
2010,Coast,Wheat,1086.4,27.5,34.3,0.94,1.43,sandy,315,0,309.0
2023,Nyanza,Maize,1273.9,22.4,13.1,1.12,0.67,clay,1423,1,1399.1
2010,Nyanza,Maize,859.7,21.9,24.2,1.57,1.2,loam,1627,0,1682.5
2007,North Eastern,Tea,356.0,29.8,77.1,2.84,1.06,sandy,404,1,216.1
2019,Central,Maize,1226.0,14.0,28.9,3.28,1.84,loam,2220,1,1305.5
2009,Coast,Sorghum,1259.7,30.2,23.2,1.23,3.39,sandy,101,0,267.6
2021,North Eastern,Beans,334.3,29.6,29.6,1.99,1.82,sandy,173,1,136.4
2005,Eastern,Coffee,544.8,24.7,71.0,1.0,2.69,sandy,721,0,267.8
2008,Nyanza,Maize,1297.2,22.3,11.8,1.33,0.62,loam,1435,0,1849.6
2018,Eastern,Wheat,370.5,26.7,57.9,5.24,1.01,clay,933,0,866.4
2010,Nyanza,Wheat,1684.9,20.0,0.0,3.9,0.52,clay,1710,1,1201.5
2015,Eastern,Maize,240.5,23.0,58.8,2.79,5.28,sandy,1012,1,1042.0
2013,Rift Valley,Wheat,918.5,18.2,0.0,0.33,2.32,loam,2489,1,3314.0
2018,Coast,Beans,1028.9,29.1,17.4,4.4,3.68,sandy,204,0,159.2
2015,Central,Coffee,986.3,17.7,32.3,1.36,8.25,volcanic,1959,1,1340.4
2005,Central,Tea,845.4,19.5,21.9,1.52,0.89,loam,2157,1,11017.5
2011,Rift Valley,Beans,1199.1,18.4,0.6,2.93,0.49,loam,2229,1,939.7
2002,North Eastern,Sorghum,358.2,30.5,39.0,2.12,1.17,sandy,445,0,585.0
2009,Western,Maize,1111.4,21.4,57.6,3.31,2.08,loam,1603,0,1995.2
2001,Nyanza,Wheat,1044.5,26.2,61.4,2.49,1.54,loam,1742,0,1342.6
2017,Eastern,Coffee,589.9,22.2,23.5,3.64,1.15,clay,1051,0,401.2
2000,Nyanza,Coffee,1166.3,23.4,30.8,2.78,3.88,loam,1402,0,771.8
2015,Western,Beans,1610.3,24.1,46.7,4.72,0.67,loam,1379,0,658.7
2005,Coast,Wheat,1294.5,27.4,0.0,5.94,0.51,sandy,80,0,273.1
2022,North Eastern,Beans,380.2,29.7,63.5,4.2,1.82,sandy,253,1,175.1
2007,Western,Wheat,1277.9,22.6,42.9,1.58,1.49,clay,1860,1,1654.3
2002,Rift Valley,Maize,935.9,21.7,47.2,1.75,0.69,loam,2623,1,2481.4
2014,Rift Valley,Coffee,809.8,20.1,64.0,1.81,1.01,volcanic,2397,1,1693.0
2004,Eastern,Sorghum,425.6,25.8,32.4,2.19,3.28,clay,750,1,1600.9
2015,Western,Maize,1881.1,24.4,31.7,1.08,1.3,clay,1915,0,902.1
2001,Nyanza,Beans,982.9,23.3,18.1,0.28,0.8,clay,1251,0,590.5
2017,Coast,Coffee,727.6,25.2,69.3,2.16,1.42,loam,225,0,348.4
2021,Rift Valley,Beans,1089.9,15.6,53.6,2.49,2.45,loam,1844,1,1025.9
2013,Coast,Coffee,1104.9,26.0,38.1,0.0,1.28,sandy,109,0,166.0
2015,North Eastern,Coffee,355.8,32.0,27.6,1.31,0.32,clay,507,0,100.0
2003,Nyanza,Beans,1219.5,26.7,39.7,0.91,2.4,clay,1489,1,495.2
2005,Central,Coffee,1281.8,16.1,11.4,1.14,1.85,loam,2151,1,1022.2
2008,Central,Tea,1439.1,14.0,50.1,3.44,0.57,loam,1874,1,9751.7
2021,North Eastern,Tea,107.8,32.6,8.8,4.76,1.07,sandy,219,0,149.7
2013,Nyanza,Coffee,1267.0,21.2,36.5,5.07,0.52,clay,1165,0,607.0
2015,North Eastern,Tea,352.5,30.2,81.2,0.34,0.94,clay,244,0,263.7
2011,Central,Beans,1327.7,19.1,47.4,2.72,0.73,volcanic,2399,1,1212.2
2013,Western,Coffee,1660.2,27.2,51.3,0.0,2.29,loam,1494,0,518.5
2016,Eastern,Tea,350.4,17.5,26.0,2.74,1.45,sandy,1129,1,2017.8
2003,Coast,Maize,1068.5,27.8,28.7,1.08,2.98,loam,146,0,843.3
2004,Nyanza,Maize,1735.0,23.5,50.0,1.99,1.55,loam,1566,0,1665.7
2016,Coast,Coffee,821.6,27.2,13.8,2.86,1.69,sandy,429,0,182.0
2022,Rift Valley,Sorghum,933.2,16.7,46.5,0.95,0.74,volcanic,1990,1,761.2
2012,Coast,Coffee,755.9,26.5,46.4,0.53,2.71,sandy,474,0,172.9
2019,Central,Beans,1268.3,16.5,15.7,0.82,2.22,loam,2920,1,765.5
2001,Rift Valley,Tea,1223.2,17.1,44.3,2.48,1.2,volcanic,2250,1,15822.7
2023,Eastern,Sorghum,514.6,27.1,46.2,4.92,3.12,clay,1373,0,1111.1
2015,North Eastern,Wheat,255.1,29.5,8.3,3.03,2.12,sandy,173,0,190.5
2008,Western,Maize,1678.2,23.1,68.0,4.29,0.92,loam,1917,0,1876.9
2006,Eastern,Coffee,575.3,28.0,19.9,4.21,3.39,clay,1119,0,280.4
2010,Rift Valley,Maize,962.2,15.2,80.3,4.44,1.02,volcanic,2268,1,2234.4
2006,Nyanza,Beans,753.9,23.4,47.0,2.7,0.17,clay,1716,0,576.5
2011,Central,Beans,1484.7,16.7,12.3,1.71,1.19,loam,1527,1,785.6
2020,Nyanza,Wheat,1629.2,22.9,13.6,0.0,0.61,loam,1246,0,1179.9
2000,Western,Wheat,1280.7,23.8,38.5,1.89,0.57,clay,1422,0,788.7
2011,Western,Maize,1593.4,22.6,23.8,3.14,0.97,loam,1950,0,1600.7
2009,Central,Sorghum,1097.2,18.8,65.1,4.28,0.76,volcanic,1746,1,773.9
2000,Rift Valley,Tea,936.6,17.0,42.1,2.73,0.47,volcanic,1892,1,15210.5
2011,Nyanza,Sorghum,1190.7,19.8,17.7,2.61,0.85,loam,1614,0,657.5
2022,North Eastern,Sorghum,311.1,29.7,29.7,2.87,1.29,sandy,594,0,603.2
2014,Coast,Sorghum,1115.0,26.0,66.6,0.0,0.77,loam,426,0,847.0
2009,Nyanza,Wheat,1057.1,24.6,38.7,2.61,1.42,loam,1422,0,1388.1
2006,Rift Valley,Coffee,1385.3,19.9,12.4,1.65,2.76,volcanic,1592,1,1517.0
2019,Central,Beans,1180.8,17.5,50.7,0.63,3.68,loam,2892,1,782.5
2018,Rift Valley,Sorghum,1091.7,19.1,44.6,4.11,1.58,volcanic,2253,1,1060.4
2009,Coast,Maize,455.1,24.6,54.7,1.64,1.83,loam,40,0,1163.0
2003,Coast,Wheat,1181.1,29.3,6.8,4.82,1.93,sandy,386,0,299.9
2003,North Eastern,Wheat,118.5,30.4,55.9,2.32,0.98,sandy,181,0,199.3
2005,Central,Coffee,1487.2,17.6,28.8,2.12,4.27,volcanic,1696,1,1299.5
2013,North Eastern,Coffee,356.2,29.1,49.2,2.29,1.62,clay,584,0,116.7
2011,Eastern,Wheat,488.3,23.9,26.8,4.06,1.72,sandy,579,0,635.5
2010,Nyanza,Tea,1435.9,21.1,63.9,2.26,1.32,clay,1278,0,4795.2
2018,Central,Wheat,1049.4,16.4,44.2,1.9,0.65,volcanic,2313,1,3338.6
2019,Eastern,Beans,503.6,25.2,39.3,1.22,3.33,sandy,1425,0,268.9
2011,Coast,Coffee,1283.0,28.9,27.9,4.5,0.52,sandy,245,0,161.7
2006,Coast,Tea,1200.8,27.8,1.7,1.05,2.53,loam,48,0,672.1
2003,Eastern,Maize,293.0,28.1,37.7,4.36,0.44,sandy,1467,0,528.7
2014,North Eastern,Wheat,431.6,29.2,12.6,2.04,2.81,clay,600,0,252.7
2015,Western,Coffee,1418.8,23.4,12.4,3.44,4.7,loam,1659,0,662.7
2000,Nyanza,Sorghum,1478.0,24.6,15.3,0.52,1.95,loam,1612,0,574.6
2022,North Eastern,Sorghum,364.2,30.3,35.5,3.1,6.7,sandy,255,1,559.8
2019,Coast,Maize,963.0,27.0,61.1,1.72,1.31,sandy,141,0,593.4
2015,Eastern,Beans,458.1,22.8,45.7,3.0,2.14,clay,951,0,595.0
2014,Central,Coffee,868.7,16.0,25.3,3.58,0.65,loam,1842,1,1102.6
2011,Central,Maize,1238.2,16.9,42.9,1.72,11.63,volcanic,1936,1,2004.4
2023,Eastern,Tea,550.4,24.5,18.6,1.71,1.35,clay,1278,1,1677.7
2015,Coast,Sorghum,970.4,29.7,35.5,5.0,0.84,sandy,506,0,357.3
2023,Central,Coffee,1254.1,16.9,35.2,1.14,0.9,volcanic,2760,1,1299.0
2005,Central,Sorghum,1185.4,15.4,60.3,1.89,0.48,loam,1950,1,377.3
2004,Nyanza,Beans,1050.0,19.0,39.9,1.3,8.48,loam,1590,0,822.0
2006,Eastern,Tea,615.7,25.6,31.0,5.63,0.55,clay,883,1,2313.6
2002,Eastern,Coffee,817.7,23.5,13.4,1.75,2.29,clay,1198,0,378.2
2022,North Eastern,Sorghum,345.8,30.1,18.5,3.19,0.82,clay,316,0,869.9
2005,Central,Sorghum,896.6,18.5,31.7,0.8,0.99,loam,1675,1,705.6
2002,Coast,Beans,843.4,26.5,9.9,3.99,1.19,sandy,555,0,188.2
2021,Central,Coffee,1364.9,18.2,51.4,4.58,0.62,volcanic,1575,1,1503.2
2000,North Eastern,Sorghum,288.2,28.6,4.4,0.0,1.58,sandy,264,0,461.0
2008,North Eastern,Tea,246.3,31.3,49.1,4.53,3.12,sandy,338,0,187.4
2012,North Eastern,Beans,173.5,32.8,39.5,4.32,1.83,clay,184,0,135.0
2014,North Eastern,Beans,293.3,36.0,0.0,1.28,1.02,sandy,499,0,100.0
2023,Central,Sorghum,1383.1,19.4,20.2,1.76,0.93,loam,2286,1,532.0
2013,Central,Tea,1136.0,17.3,23.3,5.63,0.44,volcanic,1827,1,15203.0
2006,Eastern,Sorghum,678.5,29.0,23.9,4.12,0.3,clay,838,0,842.3
2011,North Eastern,Wheat,434.3,29.7,37.1,1.05,1.37,clay,511,0,322.0
2016,North Eastern,Coffee,431.7,25.9,17.8,5.07,1.39,clay,405,0,145.2
2001,Eastern,Coffee,526.2,21.2,41.8,0.15,1.49,clay,768,1,567.2
2010,North Eastern,Sorghum,357.1,29.1,5.4,5.43,1.29,sandy,207,0,533.2
2012,Rift Valley,Wheat,997.4,22.4,59.9,2.38,2.17,loam,2178,1,3200.9
2002,Nyanza,Wheat,1313.6,23.9,37.7,2.42,1.04,loam,1214,1,1943.6
2001,Central,Wheat,1384.9,18.1,30.1,2.57,0.91,loam,2701,1,2977.5
2010,Eastern,Tea,516.0,25.9,30.9,5.08,0.55,clay,1242,0,1685.4
2022,Nyanza,Sorghum,893.2,22.1,0.5,3.63,0.32,loam,1776,0,828.0
2015,Eastern,Sorghum,218.2,28.6,11.5,2.1,1.0,clay,1009,1,1086.6
2015,Coast,Beans,873.7,28.2,39.3,1.24,4.38,sandy,307,0,160.1
2003,Nyanza,Wheat,1264.7,23.6,24.5,2.41,0.47,clay,1733,0,1162.9
2010,Coast,Tea,790.1,28.4,37.8,2.17,2.07,sandy,118,0,619.2
2000,North Eastern,Tea,372.7,27.5,59.3,3.12,2.4,clay,400,1,499.0
2015,Nyanza,Maize,2065.6,22.7,45.9,0.23,3.8,loam,1760,0,1086.1
2014,Western,Wheat,1810.5,21.3,0.0,1.94,0.65,loam,1468,0,725.5
2004,North Eastern,Wheat,117.1,30.1,35.0,0.0,1.79,sandy,325,0,182.3
2014,Coast,Beans,996.3,26.2,41.5,1.48,2.67,loam,74,1,484.2
2023,Western,Tea,1895.5,23.0,35.9,1.71,2.79,loam,1982,0,4751.0
2003,Rift Valley,Beans,1222.4,20.8,34.6,1.16,0.3,loam,1799,1,964.9
2017,Nyanza,Coffee,1340.9,22.1,40.9,0.0,1.91,clay,1400,1,749.6
2016,North Eastern,Sorghum,497.2,34.5,34.8,2.51,1.67,clay,217,1,661.6
2018,Coast,Maize,701.5,27.6,0.0,2.77,3.67,loam,76,1,822.0
2003,Central,Tea,1176.9,16.4,10.4,1.42,0.98,loam,1661,1,11412.6
2002,Central,Maize,1306.6,15.4,35.7,4.81,2.71,loam,1866,1,1581.7
2018,Coast,Beans,1188.3,27.4,36.8,2.22,0.75,sandy,198,0,192.6
2001,Eastern,Beans,371.4,26.0,21.4,0.8,1.06,clay,1399,0,320.8
2017,Eastern,Sorghum,510.3,18.0,52.7,0.64,1.41,sandy,768,0,540.3
2021,Coast,Tea,516.9,29.5,18.4,1.99,3.77,sandy,66,0,396.6
2014,Central,Beans,1517.2,14.5,82.7,0.0,1.21,loam,2366,1,828.0
2003,Nyanza,Tea,1922.4,28.7,34.4,3.03,1.45,clay,1353,0,2448.9
2009,Rift Valley,Beans,1064.6,19.1,14.2,0.56,1.07,loam,2358,1,1104.8
2010,Nyanza,Wheat,1711.7,22.8,53.4,0.89,0.45,clay,1454,0,994.7
2012,Eastern,Coffee,275.5,25.8,60.7,1.13,1.14,sandy,887,0,237.6
2013,Rift Valley,Beans,855.7,18.4,46.1,3.72,2.47,loam,2022,1,1126.0
2019,Eastern,Beans,578.8,23.1,42.7,2.27,2.22,sandy,1163,1,444.9
2022,Rift Valley,Coffee,897.7,21.1,61.9,1.29,0.93,loam,1734,1,1007.1
2000,Eastern,Coffee,776.2,25.5,52.1,0.88,2.26,sandy,1307,1,314.4
2020,Eastern,Maize,743.4,26.0,30.4,4.94,0.37,sandy,581,0,607.8
2018,Eastern,Sorghum,450.2,26.2,14.6,3.5,2.16,clay,1190,0,1074.8
2020,Eastern,Coffee,458.7,21.0,45.1,0.0,1.1,sandy,995,0,286.5
2010,Western,Maize,1059.3,23.8,54.1,2.88,0.4,clay,1816,0,1417.8
2015,Eastern,Tea,587.7,24.5,9.7,1.98,4.19,sandy,841,1,1103.1
2013,Eastern,Sorghum,623.3,31.2,60.1,4.4,1.18,sandy,1326,1,780.9
2002,Central,Tea,1393.1,19.5,41.8,2.8,0.88,volcanic,2149,1,13003.8
2022,Central,Maize,1294.7,16.5,56.9,0.0,1.26,volcanic,1921,1,1520.9
2014,Central,Coffee,1602.7,17.3,32.7,2.78,0.53,volcanic,1665,1,1189.1
2019,Rift Valley,Beans,825.6,17.5,46.4,4.98,1.49,volcanic,1767,1,1526.0
2005,Rift Valley,Sorghum,1018.4,21.5,77.3,2.69,2.91,loam,1878,1,1087.0
2011,Eastern,Tea,526.1,27.0,36.4,6.02,1.48,clay,569,1,1966.4
2012,Nyanza,Sorghum,1533.8,19.6,25.6,3.12,1.8,clay,1121,0,385.1
2005,Western,Wheat,1506.9,22.9,43.7,3.14,1.58,clay,1661,0,1203.6
2005,North Eastern,Coffee,344.4,29.9,28.3,3.0,1.93,sandy,199,0,100.0
2009,Western,Wheat,1898.7,23.8,12.5,3.03,0.34,clay,1957,0,608.6
2015,Central,Wheat,1325.4,16.9,20.2,5.86,1.88,loam,1544,1,2937.3
2003,Nyanza,Tea,1002.4,25.7,63.7,3.85,0.83,loam,1406,0,5074.9
2004,North Eastern,Coffee,251.8,36.4,38.1,4.24,1.02,clay,238,0,100.0
2023,Central,Maize,1356.8,15.2,24.7,1.81,0.28,volcanic,1868,1,1409.0
2000,Eastern,Sorghum,614.7,20.5,37.5,2.38,3.37,sandy,579,0,601.9
2003,Western,Coffee,1729.8,25.1,37.8,3.1,2.19,loam,1470,1,757.9
2004,Coast,Beans,1110.2,27.9,70.2,0.0,1.93,sandy,330,0,220.4
2014,North Eastern,Maize,373.4,30.8,46.8,1.88,0.96,clay,472,0,392.1
2001,Nyanza,Maize,776.7,22.4,72.9,3.04,0.74,loam,1685,0,2264.9
2009,North Eastern,Maize,300.2,31.8,60.7,2.09,1.53,sandy,527,0,238.7
2021,Eastern,Maize,497.2,21.0,47.0,2.8,5.91,sandy,890,0,695.7
2013,Western,Sorghum,1700.9,22.0,21.9,2.99,0.59,clay,1895,0,220.8
2018,Nyanza,Tea,1203.9,24.8,64.5,0.0,2.98,clay,1338,1,5442.1
2007,North Eastern,Maize,291.3,25.4,37.3,1.21,2.19,clay,325,0,717.2
2012,North Eastern,Beans,179.2,28.2,32.5,2.02,3.31,sandy,539,0,130.9
2021,Rift Valley,Coffee,702.9,17.5,19.8,2.63,0.63,volcanic,2035,1,1033.2
2016,Coast,Tea,1830.5,27.5,1.5,4.74,2.07,sandy,217,0,542.9
2008,Coast,Wheat,1027.8,30.5,42.5,0.31,4.23,sandy,415,0,272.3
2023,Nyanza,Wheat,1398.7,26.4,20.2,2.4,0.45,clay,1766,1,996.0
2004,Rift Valley,Beans,916.9,16.9,59.1,5.99,1.33,volcanic,2039,1,1577.7
2020,Nyanza,Coffee,1322.9,23.6,21.3,1.0,2.19,clay,1138,0,479.5
2012,North Eastern,Tea,286.3,27.1,42.1,2.28,4.35,clay,331,1,401.7
2018,Eastern,Sorghum,389.5,29.2,22.1,2.83,2.35,clay,685,0,825.6
2017,Nyanza,Tea,1227.9,21.9,39.3,1.68,0.82,clay,1503,0,4387.5
2007,North Eastern,Maize,449.8,33.1,9.6,1.77,3.28,sandy,247,0,182.6
2013,Central,Maize,1015.4,14.3,20.5,4.08,0.69,loam,2801,1,1561.1
2001,Coast,Coffee,944.4,27.7,40.9,2.28,2.65,loam,451,1,484.3
2002,Coast,Tea,1426.1,29.2,25.9,3.58,1.29,loam,479,0,963.0
2018,Eastern,Wheat,673.8,26.4,66.1,2.53,2.18,sandy,1134,1,665.3
2017,Eastern,Beans,517.6,21.4,57.6,3.58,0.71,clay,1111,0,653.1
2001,Central,Wheat,1224.1,18.0,54.2,0.81,0.46,loam,2246,1,3684.2
2021,Central,Coffee,1043.8,16.0,0.0,1.41,0.91,loam,2595,1,817.7
2011,Coast,Sorghum,772.4,29.2,62.5,2.35,5.48,sandy,108,0,435.8
2020,Eastern,Wheat,507.1,24.5,31.4,6.16,0.75,clay,941,0,1008.4
2017,North Eastern,Wheat,356.9,25.0,28.4,1.22,0.38,sandy,150,0,258.8
2002,Western,Tea,1615.2,25.9,41.6,4.27,1.0,loam,1361,0,5118.0
2018,Nyanza,Tea,1674.9,23.7,60.0,0.0,5.82,loam,1202,0,4698.5
2011,Eastern,Beans,894.8,22.9,31.1,4.68,4.08,clay,777,0,474.1
2007,Rift Valley,Beans,617.8,20.6,44.8,3.6,0.36,volcanic,1822,1,1559.1
2005,Nyanza,Beans,1392.7,25.4,18.1,0.0,1.64,loam,1799,0,520.4
2008,Eastern,Coffee,590.7,20.2,18.4,4.08,1.31,sandy,1029,0,340.1
2012,Eastern,Maize,530.8,21.1,7.9,2.81,0.79,sandy,760,1,695.6
2012,Coast,Sorghum,1554.4,30.4,36.0,1.89,2.78,sandy,79,0,205.6
2007,Coast,Coffee,740.5,30.6,16.3,3.75,2.4,sandy,523,0,115.4
2015,Central,Coffee,1282.1,16.5,67.9,3.76,2.49,loam,2828,1,1154.8
2007,North Eastern,Coffee,315.3,27.8,44.6,0.0,2.06,clay,597,0,125.3
2018,Rift Valley,Coffee,858.6,16.9,56.4,1.24,1.99,loam,1660,1,989.9
2013,Western,Tea,1724.9,23.8,45.8,3.04,3.1,clay,1579,0,4506.1
2003,Coast,Tea,1011.3,30.2,38.6,0.0,1.21,sandy,499,0,564.7
2006,North Eastern,Tea,265.4,35.0,58.6,1.55,1.75,clay,179,0,266.7
2010,Rift Valley,Wheat,941.7,14.9,35.1,1.48,0.67,loam,2514,1,2827.6
2021,Nyanza,Tea,942.3,25.5,29.0,6.34,0.91,loam,1171,1,5673.9
2004,Rift Valley,Maize,944.1,18.3,46.5,3.37,3.15,volcanic,2482,1,2662.6
2007,Nyanza,Sorghum,1504.9,19.9,41.9,2.1,2.17,loam,1308,0,464.9
2004,Nyanza,Coffee,1830.2,21.2,53.5,0.73,3.61,clay,1230,0,674.1
2003,Coast,Beans,1224.0,28.7,85.5,1.22,1.94,loam,269,0,344.5
2020,Eastern,Beans,589.6,22.3,49.3,1.68,0.95,clay,864,0,416.6
2023,Rift Valley,Beans,645.9,20.9,37.8,2.33,2.52,volcanic,2323,1,1359.2
2019,Eastern,Tea,644.9,30.8,43.6,2.87,0.98,clay,1472,0,955.9
2005,Eastern,Wheat,571.6,24.1,75.6,1.95,1.32,clay,1380,0,1155.7
2001,Rift Valley,Sorghum,1073.8,16.6,51.8,3.43,0.35,loam,2071,1,721.4
2015,Nyanza,Beans,1776.6,24.9,22.0,0.8,1.73,loam,1292,1,495.3
2016,Eastern,Beans,737.8,23.6,32.7,1.98,2.46,clay,1031,0,451.7
2001,Nyanza,Beans,1362.3,20.9,23.0,0.54,1.21,clay,1141,1,650.1
2012,Rift Valley,Beans,1135.0,15.2,33.4,2.44,1.36,volcanic,2110,1,1041.3
2002,Western,Tea,1670.0,19.7,88.9,2.69,1.46,loam,1354,0,9598.6
2001,Coast,Maize,812.7,27.6,27.9,0.0,2.53,loam,16,0,930.4
2011,North Eastern,Sorghum,175.6,32.0,47.3,1.09,0.94,clay,570,0,599.6
2015,North Eastern,Wheat,292.5,33.1,43.5,0.49,1.01,clay,207,0,267.5
2022,Central,Tea,1089.4,14.9,16.5,4.84,2.52,volcanic,2125,1,14574.7
2001,Coast,Wheat,1437.7,27.6,42.6,2.14,0.27,loam,126,0,565.9
2013,Western,Wheat,1832.9,22.8,33.7,1.31,1.13,loam,1913,0,907.6
2001,North Eastern,Tea,261.8,29.6,42.7,3.59,2.11,clay,340,0,272.7
2009,Western,Coffee,1589.7,26.3,41.8,1.93,0.87,clay,1901,0,532.5
2019,North Eastern,Tea,336.5,32.9,38.0,2.38,1.87,sandy,198,0,176.9
2020,Coast,Maize,1284.0,29.6,40.1,0.21,3.15,sandy,251,1,451.8
2022,Western,Tea,1788.4,18.0,8.9,4.01,0.47,clay,1420,0,6164.3
2004,North Eastern,Coffee,344.7,28.2,25.0,2.17,0.59,clay,399,1,175.0
2015,Western,Sorghum,1498.7,22.3,32.9,2.55,0.84,clay,1758,0,388.1
2008,Central,Beans,1534.7,17.9,64.5,0.13,3.23,loam,2429,1,1129.4
2017,Nyanza,Beans,1608.7,24.7,34.1,2.39,0.47,loam,1330,0,524.0
2019,Central,Tea,1465.6,18.1,49.1,5.75,0.86,loam,1703,1,14536.1
2018,Central,Sorghum,1219.7,16.6,40.4,6.55,1.68,volcanic,2573,1,674.4
2011,North Eastern,Beans,228.3,27.6,30.3,1.07,1.47,sandy,270,1,183.1
2006,Nyanza,Maize,1424.0,23.6,20.2,3.58,1.43,clay,1615,0,1087.1
2005,Nyanza,Tea,1532.6,23.3,45.8,5.01,1.31,clay,1740,1,6333.2
2018,Coast,Maize,788.7,25.2,8.9,3.41,0.55,sandy,476,0,639.1
2001,Eastern,Wheat,562.6,28.2,48.2,1.21,3.61,sandy,1015,0,457.9
2007,Central,Beans,1195.5,15.6,44.1,3.65,0.44,loam,2655,1,993.4
2002,Coast,Maize,1462.6,32.0,81.2,4.31,2.76,sandy,385,0,451.8
2000,Rift Valley,Beans,851.3,19.2,66.0,3.47,2.21,loam,1583,1,1467.2
2006,Coast,Tea,1430.3,24.5,24.0,1.67,1.03,sandy,382,0,862.1
2002,Western,Tea,1360.0,22.7,17.9,3.3,0.59,clay,1766,0,4651.4
2000,Coast,Coffee,1360.4,27.2,0.0,0.99,0.36,sandy,435,0,142.9
2020,Western,Sorghum,1242.6,19.2,35.9,2.26,2.45,loam,1646,1,660.3
2011,Coast,Coffee,1017.5,25.7,47.2,3.34,2.88,loam,529,0,429.0
2012,Coast,Coffee,711.9,24.5,35.8,2.02,1.03,loam,408,0,383.8
2022,Coast,Maize,1156.5,30.3,10.5,3.03,0.59,loam,39,0,685.0
2008,Nyanza,Maize,1627.0,24.2,19.7,2.13,1.31,loam,1789,0,1365.3
2015,Central,Sorghum,1262.6,17.1,34.6,2.62,1.89,loam,2653,1,474.2
2010,Central,Maize,1447.5,20.2,57.6,4.52,5.45,volcanic,2967,1,2462.8
2010,Eastern,Wheat,391.7,24.4,20.3,1.31,1.0,sandy,1202,0,444.7
2011,Nyanza,Sorghum,1744.1,22.9,44.2,3.98,3.83,loam,1606,0,346.8
2002,Rift Valley,Coffee,956.4,22.2,44.8,5.75,0.72,loam,2266,1,1260.2
2000,Coast,Maize,1149.0,27.7,53.0,4.78,1.15,loam,250,0,1034.6
2000,Coast,Wheat,899.5,28.7,71.1,3.78,1.8,loam,566,0,747.0
2020,Rift Valley,Sorghum,738.1,19.4,24.3,2.81,2.18,volcanic,1924,1,1105.8
2014,Eastern,Beans,715.9,24.6,45.1,1.98,0.8,clay,1450,0,449.5
2020,Western,Coffee,1894.3,25.7,4.6,0.66,0.77,loam,1427,0,425.8
2019,Coast,Beans,1023.2,26.3,70.5,3.31,0.65,loam,127,0,450.3
2010,Eastern,Beans,600.8,23.6,38.6,2.1,1.09,sandy,716,0,333.1
2022,Coast,Wheat,928.8,30.1,32.2,2.54,1.81,sandy,513,0,239.9
2013,Central,Tea,1492.4,17.9,59.2,2.14,2.28,loam,2672,1,12940.0
2015,Rift Valley,Maize,1373.7,20.7,6.3,1.44,2.39,loam,1925,1,2055.6
2021,Rift Valley,Sorghum,984.4,17.4,51.7,2.1,3.04,volcanic,2455,1,979.4
2000,Eastern,Coffee,686.5,23.4,15.8,2.59,1.46,sandy,753,0,258.4
2015,Coast,Coffee,1291.4,25.4,16.2,3.37,1.29,loam,275,0,327.9
2012,Eastern,Coffee,482.0,29.2,22.3,3.66,1.73,clay,1336,0,276.5
